position,company,reviews,location,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork
research scientist for the air pollution health effects group,university of washington,838.0,"seattle, wa",different_field,True,True,True,False,False,True,False,True,True,False,True,False,False
"azure data scientist, manager",kpmg,4493.0,"seattle, wa 98104",data_scientist,True,True,False,False,True,False,False,True,True,False,False,True,False
proteomics scientist,fred hutchinson cancer research center,91.0,"seattle, wa 98109",different_field,False,True,True,False,False,True,False,False,True,False,True,False,False
technology research scientist,deloitte,6868.0,"seattle, wa",different_field,True,True,False,False,False,True,False,True,True,False,True,True,False
"engineering resident, university graduate (fixed-term employee)",google,2474.0,"seattle, wa",different_field,True,True,False,False,True,False,False,False,False,False,True,False,False
"sr research scientist, talent assessment",amazon.com,25902.0,"seattle, wa",different_field,False,True,True,False,False,False,False,True,True,False,True,True,True
"director, financial services - data scientist",kpmg,4493.0,"seattle, wa 98104",data_scientist,True,True,False,False,True,True,False,True,True,False,True,True,False
machine learning scientist - prime video homepage optimization,amazon.com,25902.0,"seattle, wa",machine_learning_engineer,True,True,False,False,True,False,False,True,False,False,True,True,False
principal applied scientist,amazon.com,25902.0,"seattle, wa",different_field,False,True,False,False,False,False,False,True,False,False,True,True,False
research scientist engineer assistant,university of washington,838.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
supply chain specialist,boeing,5550.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
data scientist - nlp and machine learning,analytic recruiting,2.0,"seattle, wa",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
clinical data specialist,fred hutchinson cancer research center,91.0,"seattle, wa 98109",different_field,True,True,True,False,False,True,False,False,True,False,True,False,False
associate scientist t1d-dkd job,novo nordisk,607.0,"seattle, wa 98109",different_field,False,True,False,False,False,False,False,False,True,False,False,False,True
"data science manager, alexa shopping nlu",amazon.com,25902.0,"seattle, wa",data_scientist,False,True,False,False,False,False,False,True,True,False,True,True,False
identity & access analyst,university of washington,838.0,"seattle, wa",different_field,False,True,False,False,False,True,False,False,True,False,True,False,True
"developer programs engineer, machine learning",google,2474.0,"seattle, wa",machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,False,True,False
data operations manager i,fred hutchinson cancer research center,91.0,"seattle, wa 98109",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
"staff scientist, immunotherapy",fred hutchinson cancer research center,91.0,"seattle, wa 98109",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
computer vision research scientist,coupang,10.0,"seattle, wa",different_field,True,True,False,False,True,True,False,False,False,False,True,False,False
quantitative risk analyst,russell investments,57.0,"seattle, wa",different_field,True,True,False,False,False,True,False,False,False,False,True,False,False
"developer advocate, serverless",google,2474.0,"seattle, wa",different_field,True,True,False,False,True,False,False,False,True,False,True,False,False
"software engineer, machine learning",google,2474.0,"seattle, wa",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
"senior data scientist, retail analytics & strategy- seattle, wa",starbucks,24869.0,"seattle, wa 98109",data_scientist,True,True,True,True,True,True,False,True,False,False,False,True,False
"experience management scientist, employee experience",qualtrics,16.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
"data engineer, amazon prime",amazon.com,25902.0,"seattle, wa",data_engineer,True,True,False,True,False,True,False,False,True,True,True,True,False
contact center representative 1,university of washington,838.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"manager, big data",amazon.com,25902.0,"seattle, wa",different_field,True,True,False,True,False,True,False,False,True,False,True,True,False
"software engineer, imaging",google,2474.0,"seattle, wa",different_field,True,True,False,False,True,False,True,False,False,False,False,True,False
language engineer,amazon.com,25902.0,"seattle, wa",different_field,True,True,False,False,False,True,False,False,False,False,False,True,False
clinical scientist,juno therapeutics,5.0,"seattle, wa 98109",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
sde aws sagemaker algorithms; machine learning; ai,amazon.com,25902.0,"seattle, wa",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
staff scientist,fred hutchinson cancer research center,91.0,"seattle, wa 98109",different_field,True,True,False,False,True,False,False,True,True,False,True,False,False
"scientist, t-cell product characterization",juno therapeutics,5.0,"seattle, wa 98109",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
big data engineer: ml platform,amazon.com,25902.0,"seattle, wa",data_engineer,True,True,False,False,True,True,False,True,True,True,True,True,False
"manager, data scientist (ml/nlp) -- financial services",kpmg,4493.0,"seattle, wa 98104",data_scientist,False,True,False,False,False,False,True,True,True,False,False,True,False
principal applied scientist - artificial intelligence,zillow,70.0,"seattle, wa 98101",different_field,True,True,False,False,False,False,False,True,False,False,False,True,False
sde - amazon video: machine learning and distributed systems,amazon.com,25902.0,"seattle, wa",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
"head of business intelligence, international seller services",amazon.com,25902.0,"seattle, wa",different_field,False,True,False,False,False,False,False,True,False,False,True,True,False
population coordinator (24-40 hours per week),university of washington,838.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"passion for technology? senior data scientist, applications",sabey corporation,5.0,"seattle, wa 98168",data_scientist,True,True,False,False,True,True,False,True,True,False,False,True,False
"sales engineer, machine learning, google cloud",google,2474.0,"seattle, wa",machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,False,True,False
"director, data scientist -- financial services/insurance",kpmg,4493.0,"seattle, wa 98104",data_scientist,True,True,True,False,True,False,False,True,True,False,True,True,False
sde iii - bits | twitch,amazon.com,25902.0,"seattle, wa",different_field,False,True,False,False,True,False,False,False,False,False,True,False,False
postdoctoral fellow/research scientist,institute for systems biology,5.0,"seattle, wa 98109",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
copywriter,wunderman,195.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
technical services scientist,nanostring technologies,11.0,"seattle, wa 98109",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
manager - machine learning / prime video ranking,amazon.com,25902.0,"seattle, wa",machine_learning_engineer,False,True,False,False,False,False,False,False,False,False,True,True,False
"scientist i, diagnostics development",nanostring technologies,11.0,"seattle, wa 98109",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
research scientist i,seattle children’s,193.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
"experience management scientist, customer experience",qualtrics,16.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
research scientist/engineer 4,university of washington,838.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
reporting data coordinator,fred hutchinson cancer research center,91.0,"seattle, wa 98109",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"applied research scientist, core machine learning",facebook,366.0,"seattle, wa",machine_learning_engineer,False,True,False,False,True,False,False,False,False,False,False,True,False
junior information designer,boeing,5550.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
statistical & clinical data management programmer i,seattle children’s,193.0,"seattle, wa",different_field,False,True,True,False,False,False,False,True,False,False,False,False,False
senior data scientist,smith hanley associates,18.0,"seattle, wa",data_scientist,True,True,False,False,True,False,True,True,False,False,False,True,False
neuroethics research scientist,university of washington,838.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
deep learning scientist - yield analytics,the climate corporation,11.0,"seattle, wa",different_field,True,True,False,False,False,False,False,True,True,False,True,True,False
machine learning engineers – integrity and anti-abuse,facebook,366.0,"seattle, wa",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
data engineer v,fred hutchinson cancer research center,91.0,"seattle, wa 98109",data_engineer,True,True,False,False,True,False,False,False,True,False,False,False,False
"senior associate, data scientist (nlp/ai)",kpmg,4493.0,"seattle, wa 98104",data_scientist,False,True,False,False,False,False,True,True,True,False,False,True,False
machine learning engineer,amazon.com,25902.0,"seattle, wa",machine_learning_engineer,True,True,False,False,True,False,False,False,True,False,True,True,False
"research scientist, audio",axon,43.0,"seattle, wa 98103",different_field,False,True,False,False,False,False,False,False,False,False,False,True,False
"research scientist, machine learning (phd university grad)",facebook,366.0,"seattle, wa",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
research scientist iii (cgidr),seattle children’s,193.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
records analyst 2,university of washington,838.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
senior applied scientist - personalization,zillow,70.0,"seattle, wa 98101",different_field,True,True,False,False,False,False,False,True,False,False,False,True,False
senior applied scientist,zillow,70.0,"seattle, wa 98101",different_field,True,True,False,False,False,False,False,True,False,False,False,True,False
sr. research scientist,amazon.com,25902.0,"seattle, wa",different_field,True,True,False,False,True,False,False,True,True,False,True,True,False
research scientist assistant,university of washington,838.0,"seattle, wa",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
staff data scientist,course hero,19.0,"redwood city, ca",data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False
data scientist - biostatistics,the climate corporation,11.0,"san francisco, ca",data_scientist,True,True,False,False,False,False,False,True,False,False,False,True,False
data scientist,thumbtack,36.0,"san francisco, ca",data_scientist,True,True,False,False,False,False,False,True,True,False,True,True,False
data scientist - strategic finance,uber,496.0,"san francisco, ca 94103",data_scientist,True,True,False,False,True,True,False,False,False,False,False,True,False
principal data scientist,instacart,471.0,"san francisco, ca",data_scientist,True,True,True,False,False,True,False,True,True,False,True,False,False
"data scientist - global forecasting and planning, adtech",uber,496.0,"san francisco, ca 94105",data_scientist,True,True,False,False,False,True,False,False,False,False,True,True,False
data scientist - growth,credit karma,6.0,"san francisco, ca",data_scientist,True,True,False,False,False,True,False,True,False,False,False,False,False
"data scientist, engineering",google,2473.0,"san francisco, ca",data_scientist,False,True,False,False,False,True,False,True,False,False,True,True,False
data scientist,city & county of san francisco,36.0,"san francisco, ca 94124",data_scientist,True,True,True,False,False,True,True,True,False,False,True,True,False
"lead data science instructor, principal data scientist",galvanize,10.0,"san francisco, ca",data_scientist,True,True,False,False,False,True,True,True,False,False,True,True,False
sr. data engineer,fanatics inc.,382.0,"san mateo, ca",data_engineer,True,True,False,False,True,True,False,False,False,True,False,False,False
"sr. scientist, safety assessment (immunogenicty assessment)",nektar,3.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
reimbursement associate,counsyl,4.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"senior scientist, applications",siemens,6095.0,"berkeley, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"scientist, gene editing & biology",gqr global markets,17.0,"san francisco bay area, ca",different_field,False,True,False,False,False,False,False,False,False,False,True,False,True
data engineer,zipcar,47.0,"san mateo, ca",data_engineer,True,True,False,False,True,True,False,True,True,False,True,False,False
"partner solutions architect, ai / machine learning",amazon.com,25895.0,"san francisco, ca",machine_learning_engineer,False,True,False,False,False,False,False,True,False,False,True,True,False
principal data scientist - cloud platform data analytics group,oracle,4081.0,"redwood city, ca",data_analyst,True,True,False,True,False,False,True,True,True,False,True,True,False
seit / data - software engineer in test,rally health,7.0,"san francisco, ca",different_field,True,True,False,False,False,True,True,False,False,True,False,False,False
d3- sr. nlp deep learning data scientist,allstate,5373.0,"menlo park, ca 94026",data_scientist,True,True,True,False,False,False,False,True,False,False,False,True,False
"staff engineer, big data",macy's,25765.0,"san francisco, ca",different_field,True,True,False,False,True,True,False,False,True,False,True,True,False
ai scientist (university grad),electronic arts,396.0,"redwood city, ca 94065",different_field,False,True,False,False,False,True,False,False,True,False,True,True,False
data engineer,upgrade,4.0,"san francisco, ca",data_engineer,True,True,False,False,False,True,False,False,False,False,False,False,False
"scientist, biochemical & cellular pharmacology, genentech research",genentech,678.0,"south san francisco, ca",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
senior data scientist - games economy optimization,unity technologies,12.0,"san francisco, ca 94107",data_scientist,True,True,False,False,False,False,False,False,True,False,True,True,False
"sr. data science lead - machine learning, adtech",uber,496.0,"san francisco, ca 94105",machine_learning_engineer,True,True,False,False,False,True,False,False,False,False,True,True,False
data scientist / sr. data scientist,visa,605.0,"foster city, ca",data_scientist,True,True,True,False,False,True,False,True,True,False,False,False,False
bioinformaticist project scientist/engineer,lawrence berkeley national laboratory,123.0,"san francisco bay area, ca",different_field,True,True,False,False,False,False,False,False,True,False,True,False,False
"data scientist, anti-abuse",pinterest,12.0,"san francisco, ca 94103",data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False
principal data scientist,electronic arts,396.0,"redwood city, ca 94065",data_scientist,True,True,False,False,True,False,False,True,True,False,True,True,False
vp strategy & growth - product data science,salesforce,382.0,"san francisco, ca",data_scientist,True,True,True,False,False,True,False,True,False,False,False,False,False
data scientist,esurance,287.0,"san francisco, ca",data_scientist,True,True,False,False,False,False,False,False,True,False,False,False,False
"data scientist, insights team (siri search and knowledge)",apple,5785.0,"san francisco, ca 94114",data_scientist,True,True,False,False,True,True,False,True,True,False,False,False,False
"data scientist, seller",square,52.0,"san francisco, ca 94103",data_scientist,True,True,False,False,False,True,False,True,False,False,True,True,False
siri - data scientist,apple,5785.0,"san francisco, ca 94114",data_scientist,True,True,False,False,True,True,False,False,True,False,True,True,False
data scientist | fortune 500 retailer,bicp,3.0,"san francisco, ca",data_scientist,True,True,True,False,True,True,False,True,False,False,False,True,False
"data scientist, audience science",ubisoft,160.0,"san francisco, ca 94107",data_scientist,True,True,True,False,False,True,True,False,True,False,True,False,False
data scientist - inventory algorithms,stitch fix,145.0,"san francisco, ca",data_scientist,False,True,False,False,False,False,False,True,True,False,True,True,False
data scientist,university of california san francisco medical center,285.0,"san francisco, ca",data_scientist,True,True,True,False,False,True,False,True,True,False,True,True,False
data scientist,university of california san francisco,269.0,"san francisco, ca",data_scientist,False,True,False,False,False,False,False,False,True,False,False,True,False
data scientist,taskrabbit,20.0,"san francisco, ca",data_scientist,True,True,False,False,False,False,False,False,False,False,False,True,False
data scientist,metabiota,4.0,"san francisco, ca 94104",data_scientist,True,True,True,False,False,False,False,True,True,False,True,False,False
data scientist,pinterest,12.0,"san francisco, ca 94103",data_scientist,False,True,False,False,False,True,False,True,False,False,False,True,False
data scientist,fair trade usa,3.0,"oakland, ca",data_scientist,True,True,False,False,False,True,True,False,True,False,True,True,False
"data scientist, digital","williams-sonoma, inc.",1578.0,"san francisco, ca 94133",data_scientist,True,True,False,False,False,True,True,True,True,False,True,True,False
data scientist,twitter,56.0,"san francisco, ca 94103",data_scientist,True,True,False,False,True,False,False,True,False,False,False,True,False
measurement data scientist,pinterest,12.0,"san francisco, ca 94103",data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False
"data scientist, analytics – instagram live infra",facebook,366.0,"san francisco, ca",data_scientist,True,True,False,True,False,True,False,True,False,False,False,False,False
"data scientist, product",twitter,56.0,"san francisco, ca 94103",data_scientist,True,True,False,False,False,True,True,False,False,False,False,True,False
"data scientist, cdhi",university of california san francisco,269.0,"san francisco, ca",data_scientist,False,True,False,False,False,False,False,False,True,False,False,True,False
data scientist,circle,67.0,"san francisco, ca",data_scientist,True,True,True,False,False,True,False,True,False,False,False,False,False
data scientist,sears holdings management corporation,24188.0,"san francisco, ca 94105",data_scientist,True,True,False,False,True,True,False,True,True,False,True,True,False
"data scientist, operations",square,52.0,"san francisco, ca 94103",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
data scientist (all levels),proteus digital health,14.0,"redwood city, ca 94065",data_scientist,True,True,False,False,False,True,False,False,True,False,True,True,False
junior data scientist,allstate,5373.0,"menlo park, ca 94026",data_scientist,True,True,True,False,True,False,False,True,False,False,False,True,False
data scientist,frontend arts,5.0,"san francisco bay area, ca",data_scientist,True,True,False,False,False,True,False,True,True,False,True,False,False
senior data scientist,castlight health,7.0,"san francisco, ca 94105",data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False
data scientist,lendinghome,4.0,"san francisco, ca",data_scientist,True,True,False,False,False,True,True,True,True,False,False,True,False
data scientist i,electronic arts,396.0,"redwood city, ca 94065",data_scientist,True,True,False,False,True,True,False,True,False,False,True,True,False
"data scientist, health technology",johnson & johnson family of companies,3327.0,"san francisco, ca",data_scientist,False,True,True,False,False,True,True,True,False,False,False,False,False
data scientist,stitch fix,145.0,"san francisco, ca",data_scientist,True,True,False,False,False,True,True,True,False,False,True,True,False
data scientist,bold,5.0,"san francisco, ca",data_scientist,True,True,False,False,True,True,False,True,True,True,False,True,False
data scientist,massdrop,3.0,"san francisco, ca",data_scientist,True,True,False,False,False,False,False,True,False,False,False,True,False
biomedical data scientist,medal,4.0,"san francisco, ca",data_scientist,True,True,False,False,True,False,True,True,False,False,False,True,False
data scientist,plaid,2.0,"san francisco, ca",data_scientist,False,True,False,False,False,False,False,True,False,False,False,True,True
"associate scientist - sql , google , source data",ppd,419.0,"san francisco, ca",different_field,True,True,False,False,True,True,False,True,True,False,True,False,False
data scientist – marketing | fortune 500 retailer,bicp,3.0,"san francisco, ca",data_scientist,True,True,True,False,True,False,False,True,True,False,True,True,False
machine learning engineer/data scientist,twitter,56.0,"san francisco, ca 94103",machine_learning_engineer,False,True,False,False,True,False,False,True,False,False,False,True,False
data scientist - brighterion,brighterion,24.0,"san francisco, ca 94105",data_scientist,True,True,False,False,True,True,False,False,False,False,True,True,False
data scientist,z gallerie,121.0,"berkeley, ca",data_scientist,True,True,True,False,False,True,True,True,True,False,False,False,False
data scientist / data engineer,first republic bank,124.0,"san francisco, ca",data_engineer,True,True,False,False,True,True,False,True,False,False,False,True,False
data scientist - human services,mathematica policy research,68.0,"oakland, ca 94612",data_scientist,False,True,True,False,False,True,False,False,True,True,True,True,False
data scientist,vituity,9.0,"emeryville, ca 94608",data_scientist,True,True,True,True,False,True,False,True,False,False,True,True,False
data scientist,genentech,678.0,"south san francisco, ca",data_scientist,False,True,True,False,False,True,False,True,True,False,True,False,False
data scientist,limebike,6.0,"san francisco, ca",data_scientist,False,True,False,False,False,True,False,True,False,False,False,True,False
research data scientist,surveymonkey,15.0,"san mateo, ca",data_scientist,True,True,False,False,False,False,False,True,False,False,True,False,False
research data analyst 3,university of california berkeley,241.0,"berkeley, ca",data_analyst,False,True,False,False,False,False,False,False,True,False,True,False,True
"data scientist, finance | fortune 500 retailer",bicp,3.0,"san francisco, ca",data_scientist,False,True,False,False,False,False,False,False,True,False,True,False,False
data scientist,pocket gems,8.0,"san francisco, ca 94104",data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False
data scientist,yelp,308.0,"san francisco, ca 94105",data_scientist,True,True,False,False,False,True,True,False,False,False,True,False,False
data scientist,transdev,921.0,"south san francisco, ca 94080",data_scientist,True,True,False,False,False,True,False,True,True,False,False,False,False
"data scientist, machine learning evaluation",adobe,460.0,"san francisco, ca",machine_learning_engineer,False,True,False,False,False,False,False,True,False,False,False,True,False
data scientist,"williams-sonoma, inc.",1578.0,"san francisco, ca 94133",data_scientist,True,True,False,True,True,True,True,True,False,True,False,True,False
data scientist,thirdlove,16.0,"san francisco, ca",data_scientist,True,True,True,False,False,True,False,True,False,False,False,True,False
data scientist,clarivate analytics,31.0,"san francisco, ca",data_scientist,False,True,False,False,True,False,False,True,True,False,False,True,False
data scientist,groupon,624.0,"san francisco, ca 94115",data_scientist,True,True,False,False,False,True,True,True,True,False,False,True,False
data scientist - risk,eventbrite,7.0,"san francisco, ca 94107",data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False
path forward returnship - data scientist,lendingclub,58.0,"san francisco, ca",data_scientist,True,True,True,False,False,True,False,True,False,False,False,True,False
data scientist - mindmeld conversational ai,cisco,3996.0,"san francisco, ca",data_scientist,True,True,False,False,False,True,False,True,False,False,True,True,False
data scientist / engineer,trifacta,2.0,"san francisco, ca 94105",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
data scientist - operations,stitch fix,145.0,"san francisco, ca",data_scientist,True,True,False,False,False,False,False,False,False,False,False,False,False
data scientist,streetline,5.0,"san mateo, ca 94404",data_scientist,True,True,False,False,True,False,False,True,False,False,False,True,False
risk data scientist,wish,14.0,"san francisco, ca",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
staff data scientist,vida,8.0,"san francisco, ca 94108",data_scientist,True,True,False,False,True,True,False,True,False,False,False,True,False
data scientist - machine learning,affirm,3.0,"san francisco, ca 94126",machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,False,True,False
data scientist,"healthypets, inc.",7.0,"union city, ca 94587",data_scientist,False,True,False,False,False,False,False,True,True,False,True,False,False
data scientist,figure,4.0,"san francisco, ca",data_scientist,True,True,True,False,False,True,False,True,True,False,True,True,False
data scientist,natera,34.0,"san carlos, ca 94070",data_scientist,True,True,False,False,False,False,False,True,True,False,True,False,False
data scientist,narvar,5.0,"san francisco, ca",data_scientist,True,True,False,False,False,True,False,True,True,False,True,True,False
data scientist,fanatics inc.,382.0,"san mateo, ca",data_scientist,True,True,False,False,False,True,False,True,False,False,True,True,False
staff data scientist,tapjoy,5.0,"san francisco, ca 94104",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
data scientist-dis,roche,1578.0,"belmont, ca",data_scientist,True,True,False,False,False,True,False,True,True,False,True,True,False
data scientist (predictive services),opendoor,11.0,"san francisco, ca",data_scientist,True,True,False,False,True,False,False,False,False,False,False,True,False
data scientist - inference,airbnb,166.0,"san francisco, ca",data_scientist,True,True,False,False,False,False,False,True,False,False,True,False,False
data scientist,shutterfly,355.0,"redwood city, ca",data_scientist,False,True,True,False,False,True,False,False,False,False,True,False,False
"data scientist, marketing",rally health,7.0,"san francisco, ca",data_scientist,True,True,False,False,False,True,False,False,False,False,True,True,False
data scientist - mobile games,product madness,2.0,"san francisco, ca 94108",data_scientist,True,True,False,False,False,True,False,True,False,False,True,True,False
data scientist - insurance,esurance,287.0,"san francisco, ca",data_scientist,True,True,False,False,False,False,False,True,True,False,False,False,False
"senior data scientist, people analytics",instacart,471.0,"san francisco, ca",data_scientist,True,True,True,False,False,True,False,True,True,False,True,False,False
"data scientist @ cyence - san mateo, ca","guidewire software, inc.",28.0,"san mateo, ca 94404",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
data scientist (ecommerce),electronic arts,396.0,"redwood city, ca 94065",data_scientist,True,True,False,False,True,True,False,True,False,False,True,True,False
senior quantitative analyst,evalueserve,149.0,"san francisco, ca",different_field,True,True,True,False,False,False,False,False,True,False,True,False,False
"manager, engineering (data science)",under armour,582.0,"san francisco, ca",data_scientist,True,True,False,False,True,False,False,False,False,False,True,False,False
assistant microbiologist,heluna health,15.0,"richmond, ca",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
senior business intelligence analyst,uber,496.0,"san francisco, ca 94103",different_field,True,True,True,False,False,True,False,True,False,True,True,False,False
senior bioinformatics scientist,counsyl,4.0,"south san francisco, ca 94080",different_field,True,True,False,False,False,False,False,False,True,False,False,True,False
data scientist,smith hanley associates,18.0,"san francisco, ca",data_scientist,True,True,True,False,False,False,False,True,False,False,False,True,False
intake associate,counsyl,4.0,"south san francisco, ca 94080",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
research finance analyst,university of california san francisco,269.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
sr. associate scientist - cardiometabolic disorders,amgen,999.0,"south san francisco, ca 94080",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
scientist i-ii-senior,dynavax technologies,10.0,"berkeley, ca 94710",different_field,False,True,False,False,False,False,False,False,True,False,True,False,True
"lead product manager, data (multiple positions)",credit karma,6.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,True,False
data science eng/ analytics lead,salesforce,382.0,"san francisco, ca",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
product development associate scientist – food microbiologist,impossible foods,4.0,"redwood city, ca",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
"associate scientist i, in vivo biology (vivarium research associate)",abbvie,596.0,"south san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior scientist reagent and manufacturing,guardant health,7.0,"redwood city, ca 94063",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
"principal scientist, formulations",denali,14.0,"south san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"finance, accounting, and operations",coalition,20.0,"san francisco, ca 94111",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
sr. data engineer,lendinghome,4.0,"san francisco, ca",data_engineer,True,True,False,False,True,False,False,False,True,False,True,True,True
bioinformatics programmer i,university of california san francisco,269.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
technical applications scientist ii - south san francisco,thermo fisher scientific,1878.0,"south san francisco, ca 94083",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
financial systems analyst,juul labs,2.0,"san francisco, ca",different_field,False,True,False,False,False,True,False,False,True,True,True,False,False
"qa operations, specialist i",biomarin,15.0,"novato, ca",different_field,False,True,False,True,False,False,False,False,False,False,False,False,False
biostatistician,natera,34.0,"san carlos, ca 94070",different_field,True,True,False,False,False,True,False,True,False,False,False,False,False
"associate scientist, htp molecular biology & expression (42)",bristol-myers squibb,1389.0,"redwood city, ca",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
distinguished software engineer - machine learning,sift science,2.0,"san francisco, ca",machine_learning_engineer,False,True,False,False,False,False,False,True,False,False,True,True,False
internal auditor,juul labs,2.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
scientist - t cell immunology,kite pharma,8.0,"emeryville, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
research associate iii,nektar,3.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
sr. data scientist - segmentation,uber,496.0,"san francisco, ca 94103",data_scientist,True,True,False,False,False,False,False,True,False,False,True,True,False
product manager - data infrastructure,yelp,308.0,"san francisco, ca 94105",different_field,False,True,False,False,False,False,False,False,False,False,True,True,False
"senior associate, data science",capital one,6323.0,"san francisco, ca",data_scientist,True,True,False,False,True,False,True,False,False,False,False,True,True
research fellow,the clorox company,487.0,"oakland, ca 94612",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
laboratory informatics specialist,natera,34.0,"san carlos, ca 94070",different_field,False,True,False,True,True,True,False,False,True,False,True,False,False
"senior scientist i, assay development (adc discovery)",abbvie,596.0,"south san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior data architect,taulia,3.0,"san francisco, ca 94104",data_architect,True,True,False,False,True,False,False,False,True,False,True,True,False
"head of product, targeting",quantcast,13.0,"san francisco, ca 94103",different_field,False,True,False,False,False,False,False,False,True,False,False,True,False
"director, data science & analytics",cisco meraki,8.0,"san francisco, ca 94158",data_scientist,False,True,False,False,False,False,False,True,False,True,False,False,False
director clinical data management,juul labs,2.0,"san francisco, ca",different_field,False,True,False,True,False,False,False,True,True,False,True,False,False
assistant clinical research coordinator,university of california san francisco,269.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
data scientist oil & gas manager,accenture,14198.0,"san francisco, ca 94105",data_scientist,True,True,False,False,False,True,False,True,True,False,True,True,False
"research associate, ivd",abcam,21.0,"burlingame, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
formulation scientist,proteus digital health,14.0,"hayward, ca",different_field,False,True,False,True,False,False,False,False,True,False,True,False,False
senior data engineer,helix,9.0,"san francisco, ca",data_engineer,True,True,False,False,True,True,False,False,False,False,False,False,False
"research scientist ii, fibrosis",gilead sciences,246.0,"foster city, ca",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
