,position,company,reviews,city,state,position_type,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork,1yr
4334,"instructor, machine learning university",amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,True,False,False,False,True,False,False
4335,manager - machine learning science classification,amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,True,False,True,True,False,False
4336,"sde, social advertising",amazon.com,25902.0,seattle,wa,other,different_field,False,True,False,False,True,False,False,False,False,False,True,True,False,True
4337,migration analysis consultant,amazon.com,25902.0,seattle,wa,analyst,different_field,False,True,False,True,False,False,False,True,False,True,True,False,False,False
4338,"scientist, process development",astellas pharmaceuticals,144.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4339,"research intern, machine learning (phd university student)",facebook,366.0,seattle,wa,machine_learning,machine_learning_engineer,False,True,False,False,True,False,False,False,False,False,False,True,False,False
4340,clinical data coordinator,fred hutchinson cancer research center,91.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4341,research & transaction analyst,bgc partners,36.0,seattle,wa,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4342,statistical modeler,university of washington,838.0,seattle,wa,other,different_field,True,True,False,False,True,False,False,True,True,False,True,False,False,False
4343,business intelligence engineer,amazon.com,25902.0,seattle,wa,engineer,different_field,True,True,False,False,False,True,False,True,False,True,True,True,False,False
4344,principal research scientist,amazon.com,25902.0,seattle,wa,data_scientist,different_field,True,True,False,False,True,False,False,True,False,False,False,True,False,False
4345,sr machine learning scientist - prime video recommendations,amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,True,False,False,True,True,False,False
4346,"senior applied scientist, alexa engine",amazon.com,25902.0,seattle,wa,data_scientist,different_field,True,True,True,False,True,False,False,True,True,False,True,True,False,False
4347,knowledge engineer,amazon.com,25902.0,seattle,wa,engineer,different_field,True,True,False,False,False,True,False,False,True,False,True,True,False,False
4348,big data engineer,nordstrom,8283.0,seattle,wa,engineer,data_engineer,False,True,False,True,True,False,False,False,False,False,False,False,False,False
4349,senior data engineer,amazon.com,25902.0,seattle,wa,engineer,data_engineer,True,True,False,False,False,True,False,True,True,False,True,True,False,False
4350,associate architect,microsoft,4616.0,seattle,wa,other,different_field,True,True,True,False,False,False,False,True,True,False,True,True,False,False
4351,qa associate i,fred hutchinson cancer research center,91.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4352,"data engineering manager, amazon go",amazon.com,25902.0,seattle,wa,engineer,data_engineer,True,True,False,False,True,True,True,True,True,True,True,False,False,False
4353,"technical program manager, links machine learning",google,2474.0,seattle,wa,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,False,True,False,True,True,False,False
4354,data analyst sr,seattle children’s,193.0,seattle,wa,analyst,data_analyst,False,True,False,False,False,True,False,False,True,False,False,False,False,False
4355,procurement analyst,boeing,5550.0,seattle,wa,analyst,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
4356,"sr. machine learning scientist, amazon alexa",amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,True,True,False,True,True,False,False
4357,human resource consultant assistant 2,university of washington,838.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,True,True,False,True,False,False,False
4358,lead business intelligence data analyst,cdk global,230.0,seattle,wa,analyst,data_analyst,True,True,False,False,False,True,False,False,True,True,True,False,False,False
4359,lab i assoc,quest diagnostics,3578.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
4360,"applied research scientist, speech recognition acoustic modeling",facebook,366.0,seattle,wa,data_scientist,different_field,True,True,False,False,False,False,False,False,False,False,False,True,False,False
4361,"azure data scientist, senior associate",kpmg,4493.0,seattle,wa,data_scientist,data_scientist,True,True,False,False,True,False,False,True,True,False,False,True,False,False
4362,quantitative marketing analyst,a place for mom,105.0,seattle,wa,analyst,different_field,True,True,False,False,False,True,True,False,False,True,False,True,False,False
4363,sr machine learning scientist - prime video relevance,amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,True,False,False,True,True,False,False
4364,"machine learning engineer, personalization",zillow group,70.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,False,True,False,False,True,False,False
4365,"associate scientist, t-cell product characterization",juno therapeutics,5.0,seattle,wa,data_scientist,different_field,True,True,False,False,False,False,True,False,True,False,True,False,False,False
4366,"science manager, alexa machine learning",amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,True,True,False,True,True,False,False
4367,applied science manager - deep learning,amazon.com,25902.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,True,False,False,False,True,False,False
4368,"sr. applied scientist, sensors",amazon.com,25902.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,True,False
4369,sr. computer scientist,adobe,460.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4370,"software engineer, backend (data insights)",grab taxi,88.0,seattle,wa,engineer,different_field,False,True,False,False,True,True,False,False,True,False,True,False,False,False
4371,"software development engineer - personalization, recommendations, machine learning, data science",amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,True,False,False,False,True,False,False
4372,machine learning engineer,zillow group,70.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,False,True,False,False,True,False,False
4373,software engineer for data science tools,apple,5786.0,seattle,wa,data_scientist,data_scientist,True,True,False,False,True,False,False,False,False,False,False,False,False,False
4374,"research scientist iii, environmental health",seattle children’s,193.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,True,False,False,False,False,False,False
4375,thermal design engineer,amazon.com,25902.0,seattle,wa,engineer,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4376,data science instructor,general assembly,144.0,seattle,wa,data_scientist,data_scientist,True,True,False,False,False,True,True,True,False,False,False,True,False,False
4377,research associate 1,institute for systems biology,5.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4378,r statistical programmer,fred hutchinson cancer research center,91.0,seattle,wa,other,different_field,True,True,False,False,False,False,False,True,False,False,False,False,False,False
4379,advanced research analyst,qualtrics,16.0,seattle,wa,analyst,different_field,False,True,True,False,False,False,False,True,True,False,True,False,False,False
4380,office assistant 3 - codis laboratory,washington state patrol,197.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
4381,statistical unit assistant,fred hutchinson cancer research center,91.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,True,False,False,True,False,False,False
4382,business intelligence manager,amazon.com,25902.0,seattle,wa,other,different_field,False,True,False,False,False,True,False,False,True,True,True,False,False,False
4383,principal applied scientist- zillow offers team,zillow group,70.0,seattle,wa,data_scientist,different_field,True,True,False,False,False,False,False,True,False,False,False,True,False,False
4384,machine learning eng amazon ai,amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,True,True,True,True,False,False
4385,"data engineering manager, physical stores",amazon.com,25902.0,seattle,wa,engineer,data_engineer,True,True,False,False,True,True,True,True,True,True,True,False,False,False
4386,senior applied scientist - zestimate,zillow,70.0,seattle,wa,data_scientist,different_field,True,True,False,False,False,False,False,True,False,False,False,True,False,False
4387,data engineer,lululemon athletica,382.0,seattle,wa,engineer,data_engineer,True,True,False,False,True,True,False,False,False,False,True,True,False,False
4388,research scientist for the air pollution health effects group,university of washington,838.0,seattle,wa,data_scientist,different_field,True,True,True,False,False,True,False,True,True,False,True,False,False,False
4389,"azure data scientist, manager",kpmg,4493.0,seattle,wa,data_scientist,data_scientist,True,True,False,False,True,False,False,True,True,False,False,True,False,False
4390,proteomics scientist,fred hutchinson cancer research center,91.0,seattle,wa,data_scientist,different_field,False,True,True,False,False,True,False,False,True,False,True,False,False,False
4391,technology research scientist,deloitte,6868.0,seattle,wa,data_scientist,different_field,True,True,False,False,False,True,False,True,True,False,True,True,False,False
4392,"engineering resident, university graduate (fixed-term employee)",google,2474.0,seattle,wa,engineer,different_field,True,True,False,False,True,False,False,False,False,False,True,False,False,False
4393,"sr research scientist, talent assessment",amazon.com,25902.0,seattle,wa,data_scientist,different_field,False,True,True,False,False,False,False,True,True,False,True,True,True,False
4394,"director, financial services - data scientist",kpmg,4493.0,seattle,wa,data_scientist,data_scientist,True,True,False,False,True,True,False,True,True,False,True,True,False,False
4395,machine learning scientist - prime video homepage optimization,amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,True,False,False,True,True,False,False
4396,principal applied scientist,amazon.com,25902.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,True,False,False,True,True,False,False
4397,research scientist engineer assistant,university of washington,838.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4398,supply chain specialist,boeing,5550.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4399,data scientist - nlp and machine learning,analytic recruiting,2.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False,False
4400,clinical data specialist,fred hutchinson cancer research center,91.0,seattle,wa,other,different_field,True,True,True,False,False,True,False,False,True,False,True,False,False,False
4401,associate scientist t1d-dkd job,novo nordisk,607.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,True,False
4402,"data science manager, alexa shopping nlu",amazon.com,25902.0,seattle,wa,data_scientist,data_scientist,False,True,False,False,False,False,False,True,True,False,True,True,False,False
4403,identity & access analyst,university of washington,838.0,seattle,wa,analyst,different_field,False,True,False,False,False,True,False,False,True,False,True,False,True,True
4404,"developer programs engineer, machine learning",google,2474.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,False,True,False,True
4405,data operations manager i,fred hutchinson cancer research center,91.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
4406,"staff scientist, immunotherapy",fred hutchinson cancer research center,91.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4407,computer vision research scientist,coupang,10.0,seattle,wa,data_scientist,different_field,True,True,False,False,True,True,False,False,False,False,True,False,False,False
4408,quantitative risk analyst,russell investments,57.0,seattle,wa,analyst,different_field,True,True,False,False,False,True,False,False,False,False,True,False,False,False
4409,"developer advocate, serverless",google,2474.0,seattle,wa,other,different_field,True,True,False,False,True,False,False,False,True,False,True,False,False,False
4410,"software engineer, machine learning",google,2474.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False,False
4411,"senior data scientist, retail analytics & strategy- seattle, wa",starbucks,24869.0,seattle,wa,data_scientist,data_scientist,True,True,True,True,True,True,False,True,False,False,False,True,False,False
4412,"experience management scientist, employee experience",qualtrics,16.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4413,"data engineer, amazon prime",amazon.com,25902.0,seattle,wa,engineer,data_engineer,True,True,False,True,False,True,False,False,True,True,True,True,False,False
4414,contact center representative 1,university of washington,838.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4415,"manager, big data",amazon.com,25902.0,seattle,wa,other,different_field,True,True,False,True,False,True,False,False,True,False,True,True,False,False
4416,"software engineer, imaging",google,2474.0,seattle,wa,engineer,different_field,True,True,False,False,True,False,True,False,False,False,False,True,False,False
4417,language engineer,amazon.com,25902.0,seattle,wa,engineer,different_field,True,True,False,False,False,True,False,False,False,False,False,True,False,False
4418,clinical scientist,juno therapeutics,5.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4419,sde aws sagemaker algorithms; machine learning; ai,amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False,False
4420,staff scientist,fred hutchinson cancer research center,91.0,seattle,wa,data_scientist,different_field,True,True,False,False,True,False,False,True,True,False,True,False,False,False
4421,"scientist, t-cell product characterization",juno therapeutics,5.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4422,big data engineer: ml platform,amazon.com,25902.0,seattle,wa,engineer,data_engineer,True,True,False,False,True,True,False,True,True,True,True,True,False,False
4423,"manager, data scientist (ml/nlp) -- financial services",kpmg,4493.0,seattle,wa,data_scientist,data_scientist,False,True,False,False,False,False,True,True,True,False,False,True,False,False
4424,principal applied scientist - artificial intelligence,zillow,70.0,seattle,wa,data_scientist,different_field,True,True,False,False,False,False,False,True,False,False,False,True,False,False
4425,sde - amazon video: machine learning and distributed systems,amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False,False
4426,"head of business intelligence, international seller services",amazon.com,25902.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,True,False,False,True,True,False,False
4427,population coordinator (24-40 hours per week),university of washington,838.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4428,"passion for technology? senior data scientist, applications",sabey corporation,5.0,seattle,wa,data_scientist,data_scientist,True,True,False,False,True,True,False,True,True,False,False,True,False,False
4429,"sales engineer, machine learning, google cloud",google,2474.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,False,True,False,False
4430,"director, data scientist -- financial services/insurance",kpmg,4493.0,seattle,wa,data_scientist,data_scientist,True,True,True,False,True,False,False,True,True,False,True,True,False,False
4431,sde iii - bits | twitch,amazon.com,25902.0,seattle,wa,other,different_field,False,True,False,False,True,False,False,False,False,False,True,False,False,False
4432,postdoctoral fellow/research scientist,institute for systems biology,5.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4433,copywriter,wunderman,195.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4434,technical services scientist,nanostring technologies,11.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4435,manager - machine learning / prime video ranking,amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,False,False,False,True,True,False,False
4436,"scientist i, diagnostics development",nanostring technologies,11.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4437,research scientist i,seattle children’s,193.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4438,"experience management scientist, customer experience",qualtrics,16.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4439,research scientist/engineer 4,university of washington,838.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
4440,reporting data coordinator,fred hutchinson cancer research center,91.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4441,"applied research scientist, core machine learning",facebook,366.0,seattle,wa,machine_learning,machine_learning_engineer,False,True,False,False,True,False,False,False,False,False,False,True,False,False
4442,junior information designer,boeing,5550.0,seattle,wa,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4443,statistical & clinical data management programmer i,seattle children’s,193.0,seattle,wa,other,different_field,False,True,True,False,False,False,False,True,False,False,False,False,False,False
4444,senior data scientist,smith hanley associates,18.0,seattle,wa,data_scientist,data_scientist,True,True,False,False,True,False,True,True,False,False,False,True,False,False
4445,neuroethics research scientist,university of washington,838.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4446,deep learning scientist - yield analytics,the climate corporation,11.0,seattle,wa,data_scientist,different_field,True,True,False,False,False,False,False,True,True,False,True,True,False,True
4447,machine learning engineers – integrity and anti-abuse,facebook,366.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False,False
4448,data engineer v,fred hutchinson cancer research center,91.0,seattle,wa,engineer,data_engineer,True,True,False,False,True,False,False,False,True,False,False,False,False,False
4449,"senior associate, data scientist (nlp/ai)",kpmg,4493.0,seattle,wa,data_scientist,data_scientist,False,True,False,False,False,False,True,True,True,False,False,True,False,False
4450,machine learning engineer,amazon.com,25902.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,True,False,True,True,False,False
4451,"research scientist, audio",axon,43.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,True,False,False
4452,"research scientist, machine learning (phd university grad)",facebook,366.0,seattle,wa,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False,False
4453,research scientist iii (cgidr),seattle children’s,193.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4454,records analyst 2,university of washington,838.0,seattle,wa,analyst,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4455,senior applied scientist - personalization,zillow,70.0,seattle,wa,data_scientist,different_field,True,True,False,False,False,False,False,True,False,False,False,True,False,False
4456,senior applied scientist,zillow,70.0,seattle,wa,data_scientist,different_field,True,True,False,False,False,False,False,True,False,False,False,True,False,False
4457,sr. research scientist,amazon.com,25902.0,seattle,wa,data_scientist,different_field,True,True,False,False,True,False,False,True,True,False,True,True,False,False
4458,research scientist assistant,university of washington,838.0,seattle,wa,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4459,staff data scientist,course hero,19.0,redwood city,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False,False
4460,data scientist - biostatistics,the climate corporation,11.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,True,False,False,False,True,False,False
4461,data scientist,thumbtack,36.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,True,True,False,True,True,False,False
4462,data scientist - strategic finance,uber,496.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,False,False,False,False,True,False,False
4463,principal data scientist,instacart,471.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,True,False,True,True,False,True,False,False,False
4464,"data scientist - global forecasting and planning, adtech",uber,496.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,False,False,False,True,True,False,False
4465,data scientist - growth,credit karma,6.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,False,False,False,False
4466,"data scientist, engineering",google,2473.0,san francisco,ca,data_scientist,data_scientist,False,True,False,False,False,True,False,True,False,False,True,True,False,False
4467,data scientist,city & county of san francisco,36.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,True,True,True,False,False,True,True,False,False
4468,"lead data science instructor, principal data scientist",galvanize,10.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,True,False,False,True,True,False,False
4469,sr. data engineer,fanatics inc.,382.0,san mateo,ca,engineer,data_engineer,True,True,False,False,True,True,False,False,False,True,False,False,False,False
4470,"sr. scientist, safety assessment (immunogenicty assessment)",nektar,3.0,san francisco,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4471,reimbursement associate,counsyl,4.0,san francisco,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,True
4472,"senior scientist, applications",siemens,6095.0,berkeley,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4473,"scientist, gene editing & biology",gqr global markets,17.0,san francisco bay area,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,True,False
4474,data engineer,zipcar,47.0,san mateo,ca,engineer,data_engineer,True,True,False,False,True,True,False,True,True,False,True,False,False,False
4475,"partner solutions architect, ai / machine learning",amazon.com,25895.0,san francisco,ca,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,True,False,False,True,True,False,False
4476,principal data scientist - cloud platform data analytics group,oracle,4081.0,redwood city,ca,data_scientist,data_analyst,True,True,False,True,False,False,True,True,True,False,True,True,False,False
4477,seit / data - software engineer in test,rally health,7.0,san francisco,ca,engineer,different_field,True,True,False,False,False,True,True,False,False,True,False,False,False,False
4478,d3- sr. nlp deep learning data scientist,allstate,5373.0,menlo park,ca,data_scientist,data_scientist,True,True,True,False,False,False,False,True,False,False,False,True,False,False
4479,"staff engineer, big data",macy's,25765.0,san francisco,ca,engineer,different_field,True,True,False,False,True,True,False,False,True,False,True,True,False,False
4480,ai scientist (university grad),electronic arts,396.0,redwood city,ca,data_scientist,different_field,False,True,False,False,False,True,False,False,True,False,True,True,False,False
4481,data engineer,upgrade,4.0,san francisco,ca,engineer,data_engineer,True,True,False,False,False,True,False,False,False,False,False,False,False,False
4482,"scientist, biochemical & cellular pharmacology, genentech research",genentech,678.0,south san francisco,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4483,senior data scientist - games economy optimization,unity technologies,12.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,False,True,False,True,True,False,False
4484,"sr. data science lead - machine learning, adtech",uber,496.0,san francisco,ca,machine_learning,machine_learning_engineer,True,True,False,False,False,True,False,False,False,False,True,True,False,False
4485,data scientist / sr. data scientist,visa,605.0,foster city,ca,data_scientist,data_scientist,True,True,True,False,False,True,False,True,True,False,False,False,False,False
4486,bioinformaticist project scientist/engineer,lawrence berkeley national laboratory,123.0,san francisco bay area,ca,data_scientist,different_field,True,True,False,False,False,False,False,False,True,False,True,False,False,True
4487,"data scientist, anti-abuse",pinterest,12.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False,False
4488,principal data scientist,electronic arts,396.0,redwood city,ca,data_scientist,data_scientist,True,True,False,False,True,False,False,True,True,False,True,True,False,False
4489,vp strategy & growth - product data science,salesforce,382.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,True,False,True,False,False,False,False,False,False
4490,data scientist,esurance,287.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,False,True,False,False,False,False,False
4491,"data scientist, insights team (siri search and knowledge)",apple,5785.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,True,True,False,False,False,False,False
4492,"data scientist, seller",square,52.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,True,True,False,False
4493,siri - data scientist,apple,5785.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,False,True,False,True,True,False,False
4494,data scientist | fortune 500 retailer,bicp,3.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,True,True,False,True,False,False,False,True,False,True
4495,"data scientist, audience science",ubisoft,160.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,True,True,False,True,False,True,False,False,False
4496,data scientist - inventory algorithms,stitch fix,145.0,san francisco,ca,data_scientist,data_scientist,False,True,False,False,False,False,False,True,True,False,True,True,False,False
4497,data scientist,university of california san francisco medical center,285.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,True,False,True,True,False,True,True,False,False
4498,data scientist,university of california san francisco,269.0,san francisco,ca,data_scientist,data_scientist,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4499,data scientist,taskrabbit,20.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,False,False,False,False,True,False,False
4500,data scientist,metabiota,4.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,False,False,True,True,False,True,False,False,False
4501,data scientist,pinterest,12.0,san francisco,ca,data_scientist,data_scientist,False,True,False,False,False,True,False,True,False,False,False,True,False,False
4502,data scientist,fair trade usa,3.0,oakland,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,False,True,False,True,True,False,False
4503,"data scientist, digital","williams-sonoma, inc.",1578.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,True,True,False,True,True,False,False
4504,data scientist,twitter,56.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,True,False,False,True,False,False,False,True,False,False
4505,measurement data scientist,pinterest,12.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False,False
4506,"data scientist, analytics – instagram live infra",facebook,366.0,san francisco,ca,data_scientist,data_scientist,True,True,False,True,False,True,False,True,False,False,False,False,False,False
4507,"data scientist, product",twitter,56.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,False,False,False,False,True,False,False
4508,"data scientist, cdhi",university of california san francisco,269.0,san francisco,ca,data_scientist,data_scientist,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4509,data scientist,circle,67.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,True,False,True,False,False,False,False,False,True
4510,data scientist,sears holdings management corporation,24188.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,True,True,False,True,True,False,False
4511,"data scientist, operations",square,52.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False,False
4512,data scientist (all levels),proteus digital health,14.0,redwood city,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,False,True,False,True,True,False,False
4513,junior data scientist,allstate,5373.0,menlo park,ca,data_scientist,data_scientist,True,True,True,False,True,False,False,True,False,False,False,True,False,False
4514,data scientist,frontend arts,5.0,san francisco bay area,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,True,False,True,False,False,False
4515,senior data scientist,castlight health,7.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False,False
4516,data scientist,lendinghome,4.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,True,True,False,False,True,False,False
4517,data scientist i,electronic arts,396.0,redwood city,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,True,False,False,True,True,False,False
4518,"data scientist, health technology",johnson & johnson family of companies,3327.0,san francisco,ca,data_scientist,data_scientist,False,True,True,False,False,True,True,True,False,False,False,False,False,False
4519,data scientist,stitch fix,145.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,True,False,False,True,True,False,False
4520,data scientist,bold,5.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,True,True,True,False,True,False,False
4521,data scientist,massdrop,3.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,True,False,False,False,True,False,False
4522,biomedical data scientist,medal,4.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,True,False,True,True,False,False,False,True,False,False
4523,data scientist,plaid,2.0,san francisco,ca,data_scientist,data_scientist,False,True,False,False,False,False,False,True,False,False,False,True,True,False
4524,"associate scientist - sql , google , source data",ppd,419.0,san francisco,ca,data_scientist,different_field,True,True,False,False,True,True,False,True,True,False,True,False,False,False
4525,data scientist – marketing | fortune 500 retailer,bicp,3.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,True,False,False,True,True,False,True,True,False,True
4526,machine learning engineer/data scientist,twitter,56.0,san francisco,ca,machine_learning,machine_learning_engineer,False,True,False,False,True,False,False,True,False,False,False,True,False,False
4527,data scientist - brighterion,brighterion,24.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,False,False,False,True,True,False,False
4528,data scientist,z gallerie,121.0,berkeley,ca,data_scientist,data_scientist,True,True,True,False,False,True,True,True,True,False,False,False,False,False
4529,data scientist / data engineer,first republic bank,124.0,san francisco,ca,data_scientist,data_engineer,True,True,False,False,True,True,False,True,False,False,False,True,False,False
4530,data scientist - human services,mathematica policy research,68.0,oakland,ca,data_scientist,data_scientist,False,True,True,False,False,True,False,False,True,True,True,True,False,False
